Date,Review,Likes On Reviews,User_name
"August 15, 2015","The best part is gone!
We are in the process of renovating and updating our whole house. On the old app, we had our shopping list items conveniently sorted according to each room. It took us months to compile. Now, all of that is gone. The new app neither saved our shopping list or has any sorting ability. Very disappointed. 😢",2.0,User1480
"May 10, 2019","I love !
It let me sign right in, I clicked on the 3 little lines on the upper left corner a menu popped out with a variety of options one of the family, I entered in my number and it pulled up my barcode and my shopping list I started online and even told me one of the items I added was out of stock. Y'all are crazy, give it another try its great!",2.0,User58
"July 27, 2015",Doesnt accept my login When i tried to login the app insists my email address is wrong..... its not..... its the only one i use and the one ikea emails me on. Useless if i cant login with the same email address i used to get a temp card in the store just yesterday,,User322
"August 2, 2015","Can't find any way to change shopping list, making this app near useless. But the functionality that is included seems to work very well.",,User1169
"July 31, 2015","Add a receipt scanner and ability to purchase in app Would be great to have the ability to scan your purchase receipts into the app and have the in app ability to pay/purchase, then pick up in-store. Sometimes I hate going because there in no quick in-and-out when it comes to Ikea...it's an all day affair of frustration.",2.0,User2279
"July 28, 2015","Great, but... Logs me out every so often for ""security"" reasons? Would also love sorting options for search and the ability to switch shopping lists like the old app.",,User802
"July 17, 2015","No stock quantities. New app doesn't display current stock quantities, just says available. I want to see the numbers, so I know before I go out to IKEA, as the store has too many people running around. You get there and the item could be gone without seeing stock levels. Poor choice in development of new app.",3.0,User1872
"July 26, 2015","Good and bad I like that you can see the dimensions during item view, but you really need to make it so you can sort and refine your search.",4.0,User2291
"July 26, 2015",Missing multiple shopping lists Good: new look. Bad: no way how to switch between different saved shopping lists. Many useful features are missing compared to the old app. Is this the way IKEA motivates us to use its mobile web? Cause this is useless.,,User381
"July 20, 2015","Shopping lists? I like the appearance of the new app, however the inability to switch being my shopping lists is a pretty big turn off. Bummer. I'll probably continue using the old app (which works great for me) until the new app is updated so I can see my other lists.",,User236
"July 25, 2015","I spent a long time on my PC designing my Pax wardrobe, thinking that this app would then display my shopping list at the store, but it didn't. I couldnt print it as we havent unpacked the printer from moving and then didnt have time to write it out by hand 😢I had to try to remember what i wanted. I would like an app which sycronises shopping list and tells you where to find it in chosen store. That will then leave me free to enjoy wondering through the displays getting inspired.",2.0,User532
"July 28, 2015","Well, not a good start - the app is trying to tell me that the Canberra store is closer than Rhodes... I live in Newcastle. Apart from that it's not been too bad, but early days for me.",,User1017
"July 18, 2015","Fundamentally flawed and not worth the effort. Despite trying to log in many times. changing my password, installing, uninstalling, clearing cache etc App does not recognise my valid email and password. Uninstalling it permanently after this!",,User2195
"August 1, 2015","No exact stock in fo The old Ikea Sweden app has the exact stock info eg. The store has 5 in stock. This new app just shows that the product is in stock or not. So i will use the ""older"" app instead.",6.0,User1676
"July 29, 2015","Improvement? Used to be a fair app, which I rated four stars. Now an ugly mess off an app. With even less functionality. Disappointed.",,User2443
"July 28, 2015",Unhappy I don't see why there had to be a change! The old app was fine... Lost all my shopping lists. Not happy!,3.0,User1497
"July 26, 2015",Useless Searched for Lade and it only gave me the child size bed boards. I need king size bed boards but there is no way to specify size.,,User2287
"July 23, 2015",The new version seems to have removed the ability to switch between lists. Highly inconvenient! Won't be using the app due to this change.,2.0,User109
"July 19, 2015","Missing features
1. No barcode scanner, cannot just scan and find details. Have to find the code on item, manually enter code/name, then the detail appears. 2. Shopping list does not auto arrange. Have to go through the whole list constantly to identify ticked/unticked items. Ticked items should move down automatically. If you are short of ideas, take note from the 'woolworths' app.",1.0,User1667
